연도,시군구명,법정동명,법정동,법정동코드,0_3m_최다지층_경암층,0_3m_최다지층_기타,0_3m_최다지층_매립토층,0_3m_최다지층_붕적토층,0_3m_최다지층_전답토층,0_3m_최다지층_퇴적토층,0_3m_최다지층_풍화암층,0_3m_최다지층_풍화토층,3_10m_최다지층_기타,3_10m_최다지층_매립토층,3_10m_최다지층_붕적토층,3_10m_최다지층_연암층,3_10m_최다지층_퇴적토층,3_10m_최다지층_풍화암층,3_10m_최다지층_풍화토층,10_20m_최다지층_경암층,10_20m_최다지층_연암층,10_20m_최다지층_퇴적토층,10_20m_최다지층_풍화암층,10_20m_최다지층_풍화토층,20_30m_최다지층_경암층,20_30m_최다지층_연암층,20_30m_최다지층_풍화암층,20_30m_최다지층_풍화토층,30m이하_최다지층_경암층,30m이하_최다지층_연암층,30m이하_최다지층_풍화암층,30m이하_최다지층_풍화토층,전체_우세지층_경암층,전체_우세지층_기타,전체_우세지층_매립토층,전체_우세지층_붕적토층,전체_우세지층_연암층,전체_우세지층_전답토층,전체_우세지층_퇴적토층,전체_우세지층_풍화암층,전체_우세지층_풍화토층,평균 침수심,평균 침수면적,평균 침수위,평균 침수시간,침수여부,공사횟수,평균굴착용적,평균굴착면적,평균최대굴착깊이,시설용량,처리구역면적_합류식,처리구역면적_분류식,하수관로_총시설연장,하수관로_지선합류식,하수관로_지선분류식,용량_대_면적,지선_합류_대_분류,지하철역_개수,싱크홀 발생 여부
2018,강남구,개포동,강남구_개포동,1168010300,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.5,108.0,18.94,150.0,1,0,,,,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,0,0
2019,강남구,개포동,강남구_개포동,1168010300,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,0,,,,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,0,0
2020,강남구,개포동,강남구_개포동,1168010300,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,0,,,,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,0,0
2021,강남구,개포동,강남구_개포동,1168010300,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,1,0.0,0.0,24.81,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,0,0
2022,강남구,개포동,강남구_개포동,1168010300,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.3,687.3,25.72,50.35,1,2,0.0,0.0,20.335,2530000.0,20.5,10.0,731957.51,552981.1699999999,144193.97999999998,82950.81967213115,0.7931739534893061,0,1
2023,강남구,개포동,강남구_개포동,1168010300,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,4,0.0,0.0,23.6,2530000.0,20.5,10.0,732317.9700000001,552556.78,144975.58,82950.81967213115,0.7921593487074923,0,0
2024,강남구,개포동,강남구_개포동,1168010300,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,3,0.0,0.0,23.19666666666667,2530000.0,20.5,10.0,732317.9700000001,552556.78,144975.58,82950.81967213115,0.7921593487074923,0,0
2025,강남구,개포동,강남구_개포동,1168010300,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,4,100.0,0.0,20.5175,2530000.0,20.5,10.0,732317.9700000001,552556.78,144975.58,82950.81967213115,0.7921593487074923,0,0
2018,강남구,논현동,강남구_논현동,1168010800,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.43,213.9,23.44,150.0,1,4,0.0,0.0,18.9825,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,3,1
2019,강남구,논현동,강남구_논현동,1168010800,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.1,334.2,40.18,30.0,1,8,0.0,0.0,19.5825,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,3,0
2020,강남구,논현동,강남구_논현동,1168010800,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,19,0.0,0.0,20.800526315789472,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,3,1
2021,강남구,논현동,강남구_논현동,1168010800,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,24,0.0,0.0,21.800833333333333,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,3,1
2022,강남구,논현동,강남구_논현동,1168010800,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.3,845.62,17.13,72.0,1,26,0.0,0.0,22.91884615384616,2530000.0,20.5,10.0,731957.51,552981.1699999999,144193.97999999998,82950.81967213115,0.7931739534893061,3,0
2023,강남구,논현동,강남구_논현동,1168010800,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.15,1031.84,27.14,,1,31,0.0,0.0,23.988709677419354,2530000.0,20.5,10.0,732317.9700000001,552556.78,144975.58,82950.81967213115,0.7921593487074923,3,0
2024,강남구,논현동,강남구_논현동,1168010800,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,29,0.0,0.0,24.692758620689656,2530000.0,20.5,10.0,732317.9700000001,552556.78,144975.58,82950.81967213115,0.7921593487074923,3,1
2025,강남구,논현동,강남구_논현동,1168010800,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,25,0.0,0.0,23.2688,2530000.0,20.5,10.0,732317.9700000001,552556.78,144975.58,82950.81967213115,0.7921593487074923,3,0
2018,강남구,대치동,강남구_대치동,1168010600,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.5,184.2,19.83,150.0,1,3,0.0,0.0,15.466666666666669,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,2,0
2019,강남구,대치동,강남구_대치동,1168010600,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,4,0.0,0.0,16.807499999999997,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,2,0
2020,강남구,대치동,강남구_대치동,1168010600,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,4,0.0,0.0,18.835,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,2,0
2021,강남구,대치동,강남구_대치동,1168010600,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,6,0.0,0.0,19.151666666666667,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,2,0
2022,강남구,대치동,강남구_대치동,1168010600,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.6,46057.5,11.95,72.0,1,8,0.0,0.0,19.9875,2530000.0,20.5,10.0,731957.51,552981.1699999999,144193.97999999998,82950.81967213115,0.7931739534893061,2,0
2023,강남구,대치동,강남구_대치동,1168010600,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,8,8.125,0.0,17.54375,2530000.0,20.5,10.0,732317.9700000001,552556.78,144975.58,82950.81967213115,0.7921593487074923,2,0
2024,강남구,대치동,강남구_대치동,1168010600,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,8,8.125,0.0,17.15,2530000.0,20.5,10.0,732317.9700000001,552556.78,144975.58,82950.81967213115,0.7921593487074923,2,0
2025,강남구,대치동,강남구_대치동,1168010600,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,7,0.0,0.0,19.512857142857143,2530000.0,20.5,10.0,732317.9700000001,552556.78,144975.58,82950.81967213115,0.7921593487074923,2,1
2018,강남구,도곡동,강남구_도곡동,1168011800,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,0,,,,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,2,0
2019,강남구,도곡동,강남구_도곡동,1168011800,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.1,218.0,34.21,78.0,1,0,,,,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,2,0
2020,강남구,도곡동,강남구_도곡동,1168011800,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,2,0.0,0.0,24.135,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,2,0
2021,강남구,도곡동,강남구_도곡동,1168011800,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,4,0.0,0.0,23.785,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,2,0
2022,강남구,도곡동,강남구_도곡동,1168011800,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,11,0.0,0.0,22.265454545454546,2530000.0,20.5,10.0,731957.51,552981.1699999999,144193.97999999998,82950.81967213115,0.7931739534893061,2,0
2023,강남구,도곡동,강남구_도곡동,1168011800,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,13,0.0,0.0,20.65,2530000.0,20.5,10.0,732317.9700000001,552556.78,144975.58,82950.81967213115,0.7921593487074923,2,0
2024,강남구,도곡동,강남구_도곡동,1168011800,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,8,0.0,0.0,21.59375,2530000.0,20.5,10.0,732317.9700000001,552556.78,144975.58,82950.81967213115,0.7921593487074923,2,0
2025,강남구,도곡동,강남구_도곡동,1168011800,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,3,0.0,0.0,14.413333333333332,2530000.0,20.5,10.0,732317.9700000001,552556.78,144975.58,82950.81967213115,0.7921593487074923,2,1
2018,강남구,삼성동,강남구_삼성동,1168010500,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.5,271.2,48.82,150.0,1,3,0.0,0.0,28.383333333333336,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,6,1
2019,강남구,삼성동,강남구_삼성동,1168010500,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,6,0.0,0.0,21.785,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,6,0
2020,강남구,삼성동,강남구_삼성동,1168010500,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,10,2131.2,0.0,28.477,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,6,0
2021,강남구,삼성동,강남구_삼성동,1168010500,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,14,1550.2857142857142,0.0,29.700714285714287,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,6,1
2022,강남구,삼성동,강남구_삼성동,1168010500,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.31,1910.83,19.07,72.0,1,16,1356.5,0.0,30.358125,2530000.0,20.5,10.0,731957.51,552981.1699999999,144193.97999999998,82950.81967213115,0.7931739534893061,6,0
2023,강남구,삼성동,강남구_삼성동,1168010500,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,17,1276.7058823529412,0.0,30.37294117647059,2530000.0,20.5,10.0,732317.9700000001,552556.78,144975.58,82950.81967213115,0.7921593487074923,6,1
2024,강남구,삼성동,강남구_삼성동,1168010500,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,15,1446.9333333333334,0.0,29.26533333333333,2530000.0,20.5,10.0,732317.9700000001,552556.78,144975.58,82950.81967213115,0.7921593487074923,6,1
2025,강남구,삼성동,강남구_삼성동,1168010500,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,11,35.63636363636363,0.0,24.446363636363632,2530000.0,20.5,10.0,732317.9700000001,552556.78,144975.58,82950.81967213115,0.7921593487074923,6,0
2018,강남구,세곡동,강남구_세곡동,1168011100,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,0,0,,,,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,0,0
2019,강남구,세곡동,강남구_세곡동,1168011100,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,0,0,,,,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,0,0
2020,강남구,세곡동,강남구_세곡동,1168011100,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,0,0,,,,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,0,0
2021,강남구,세곡동,강남구_세곡동,1168011100,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,0,0,,,,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,0,0
2022,강남구,세곡동,강남구_세곡동,1168011100,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,0,0,,,,2530000.0,20.5,10.0,731957.51,552981.1699999999,144193.97999999998,82950.81967213115,0.7931739534893061,0,0
2023,강남구,세곡동,강남구_세곡동,1168011100,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,0,0,,,,2530000.0,20.5,10.0,732317.9700000001,552556.78,144975.58,82950.81967213115,0.7921593487074923,0,0
2024,강남구,세곡동,강남구_세곡동,1168011100,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,0,0,,,,2530000.0,20.5,10.0,732317.9700000001,552556.78,144975.58,82950.81967213115,0.7921593487074923,0,0
2025,강남구,세곡동,강남구_세곡동,1168011100,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,0,0,,,,2530000.0,20.5,10.0,732317.9700000001,552556.78,144975.58,82950.81967213115,0.7921593487074923,0,0
2018,강남구,수서동,강남구_수서동,1168011500,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,,,,0,0,,,,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,1,0
2019,강남구,수서동,강남구_수서동,1168011500,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,,,,0,0,,,,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,1,0
2020,강남구,수서동,강남구_수서동,1168011500,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,,,,0,0,,,,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,1,0
2021,강남구,수서동,강남구_수서동,1168011500,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,,,,0,0,,,,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,1,0
2022,강남구,수서동,강남구_수서동,1168011500,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,,,,0,0,,,,2530000.0,20.5,10.0,731957.51,552981.1699999999,144193.97999999998,82950.81967213115,0.7931739534893061,1,0
2023,강남구,수서동,강남구_수서동,1168011500,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,,,,0,0,,,,2530000.0,20.5,10.0,732317.9700000001,552556.78,144975.58,82950.81967213115,0.7921593487074923,1,0
2024,강남구,수서동,강남구_수서동,1168011500,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,,,,0,1,0.0,0.0,13.21,2530000.0,20.5,10.0,732317.9700000001,552556.78,144975.58,82950.81967213115,0.7921593487074923,1,0
2025,강남구,수서동,강남구_수서동,1168011500,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,,,,0,4,3575.0,0.0,39.85,2530000.0,20.5,10.0,732317.9700000001,552556.78,144975.58,82950.81967213115,0.7921593487074923,1,0
2018,강남구,신사동,강남구_신사동,1168010700,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.3,295.0,18.28,150.0,1,0,,,,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,2,0
2019,강남구,신사동,강남구_신사동,1168010700,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,2,0.0,0.0,21.83,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,2,0
2020,강남구,신사동,강남구_신사동,1168010700,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,8,0.0,0.0,23.7675,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,2,0
2021,강남구,신사동,강남구_신사동,1168010700,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,10,0.0,0.0,22.445,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,2,0
2022,강남구,신사동,강남구_신사동,1168010700,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,10,0.0,0.0,22.849,2530000.0,20.5,10.0,731957.51,552981.1699999999,144193.97999999998,82950.81967213115,0.7931739534893061,2,0
2023,강남구,신사동,강남구_신사동,1168010700,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,16,0.0,0.0,24.77,2530000.0,20.5,10.0,732317.9700000001,552556.78,144975.58,82950.81967213115,0.7921593487074923,2,0
2024,강남구,신사동,강남구_신사동,1168010700,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,14,0.0,0.0,23.013571428571428,2530000.0,20.5,10.0,732317.9700000001,552556.78,144975.58,82950.81967213115,0.7921593487074923,2,0
2025,강남구,신사동,강남구_신사동,1168010700,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,9,0.0,0.0,21.98444444444445,2530000.0,20.5,10.0,732317.9700000001,552556.78,144975.58,82950.81967213115,0.7921593487074923,2,0
2018,강남구,압구정동,강남구_압구정동,1168011000,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,0,,,,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,0,0
2019,강남구,압구정동,강남구_압구정동,1168011000,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,0,,,,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,0,0
2020,강남구,압구정동,강남구_압구정동,1168011000,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,0,,,,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,0,0
2021,강남구,압구정동,강남구_압구정동,1168011000,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,0,,,,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,0,1
2022,강남구,압구정동,강남구_압구정동,1168011000,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,0,,,,2530000.0,20.5,10.0,731957.51,552981.1699999999,144193.97999999998,82950.81967213115,0.7931739534893061,0,0
2023,강남구,압구정동,강남구_압구정동,1168011000,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,0,,,,2530000.0,20.5,10.0,732317.9700000001,552556.78,144975.58,82950.81967213115,0.7921593487074923,0,0
2024,강남구,압구정동,강남구_압구정동,1168011000,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,1,0.0,0.0,12.77,2530000.0,20.5,10.0,732317.9700000001,552556.78,144975.58,82950.81967213115,0.7921593487074923,0,0
2025,강남구,압구정동,강남구_압구정동,1168011000,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,1,0.0,0.0,12.77,2530000.0,20.5,10.0,732317.9700000001,552556.78,144975.58,82950.81967213115,0.7921593487074923,0,0
2018,강남구,역삼동,강남구_역삼동,1168010100,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,7,0.0,0.0,22.31,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,2,1
2019,강남구,역삼동,강남구_역삼동,1168010100,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,12,0.0,0.0,21.1125,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,2,0
2020,강남구,역삼동,강남구_역삼동,1168010100,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,21,0.0,0.0,23.96666666666667,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,2,0
2021,강남구,역삼동,강남구_역삼동,1168010100,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,0,31,0.0,0.0,23.881290322580647,2530000.0,20.5,10.0,723869.3910000001,569369.96,119717.011,82950.81967213115,0.8262671969747634,2,0
